股票代码,会计年度,行业代码,信息含量
300017,2020.0,I65,-0.14873509576220534
300018,2020.0,C38,-0.3050090213970158
300019,2020.0,C26,-0.3945990855541095
300020,2020.0,I65,-0.29450460692343533
300021,2020.0,C29,-0.28404747504720795
300022,2020.0,F52,-0.1558665685467171
300023,2020.0,J69,-0.1382581832555061
300024,2020.0,C34,-0.2965169780922077
300025,2020.0,I65,-0.3229752835369932
300026,2020.0,C27,-0.25434457450886255
300027,2020.0,R86,-0.14230725288311372
300029,2020.0,C35,-0.26651896025859245
300030,2020.0,C35,-0.3177491851887903
300031,2020.0,I64,-0.19763249939719807
300032,2020.0,C38,-0.2560881766853257
300033,2020.0,J69,-0.16706034882582024
300034,2020.0,C32,-0.20089277542016054
300035,2020.0,C38,-0.1521704076857765
300036,2020.0,I65,-0.36839434464156473
300037,2020.0,C26,-0.2612417887685853
300038,2020.0,I64,-0.3128525717352243
300039,2020.0,C27,-0.24521655198610648
300040,2020.0,C38,-0.3458207820485508
300041,2020.0,C26,-0.27280477051336505
300042,2020.0,C39,-0.2964168525980512
300043,2020.0,I64,-0.3551632020537089
300044,2020.0,I65,-0.35615825518189437
300045,2020.0,C35,-0.29502096792852756
300046,2020.0,C39,-0.2662027959004045
300047,2020.0,I65,-0.31860455888117173
300048,2020.0,C38,-0.2815405284404783
300049,2020.0,C35,-0.2832290353830057
300050,2020.0,I65,-0.24030628223198375
300051,2020.0,I65,-0.2959996940766243
300052,2020.0,I64,-0.22677833259829372
300053,2020.0,C39,-0.3667683959685444
300054,2020.0,C26,-0.28223263612933824
300055,2020.0,E48,-0.22460389110684376
300056,2020.0,C35,-0.1788244905442084
300057,2020.0,C32,-0.34011947515318913
300058,2020.0,L72,-0.2815627021428532
300059,2020.0,J67,-0.1873173921290444
300061,2020.0,L72,-0.23121104062192405
300062,2020.0,C38,-0.18509752289838882
300063,2020.0,L72,-0.2097523844257776
300064,2020.0,C30,-0.298552701915898
300065,2020.0,C39,-0.3196543782651271
300066,2020.0,C40,-0.27082961380448844
300067,2020.0,C26,-0.23491711563145512
300068,2020.0,C38,-0.3576544544716912
300069,2020.0,C38,-0.29481693100057704
300070,2020.0,N77,-0.2034944765992973
300071,2020.0,L72,-0.2941001746401454
300072,2020.0,C26,-0.259435790700025
300073,2020.0,C38,-0.29734201467019966
300074,2020.0,I65,-0.20823829538362956
300075,2020.0,I65,-0.3909544698567248
300076,2020.0,C39,-0.22403987889496038
300077,2020.0,C39,-0.21130835809157916
300078,2020.0,C39,-0.20725724843829818
300079,2020.0,C39,-0.23372368633130974
300080,2020.0,C30,-0.22282320794623084
300081,2020.0,M74,-0.2497060906296659
300082,2020.0,C26,-0.30713213284051044
300083,2020.0,C39,-0.2364925562846312
300085,2020.0,I65,-0.3054082683237742
300086,2020.0,C27,-0.2776694195454921
300088,2020.0,C39,-0.2699718041017334
300089,2020.0,C30,-0.3829827283912787
300091,2020.0,C34,-0.15966987329620272
300092,2020.0,C35,-0.36708791639667737
300093,2020.0,C30,-0.2824349618783685
300095,2020.0,C35,-0.23513771636741787
300096,2020.0,I65,-0.30199643232163825
300097,2020.0,C34,-0.3077646384585698
300098,2020.0,I65,-0.22206298985290465
300099,2020.0,C35,-0.29729697208674993
300100,2020.0,C36,-0.3156915680014707
300101,2020.0,C39,-0.25551007698881795
300102,2020.0,C39,-0.33344861528607
300103,2020.0,N77,-0.23369107316901983
300105,2020.0,C38,-0.24669042806751645
300107,2020.0,C26,-0.2592593031669981
300108,2020.0,C27,-0.37039810929137046
300109,2020.0,C26,-0.28831416695097406
300110,2020.0,C27,-0.2255829247666545
300111,2020.0,C27,-0.2807663066191445
300112,2020.0,C40,-0.3582295729268584
300113,2020.0,I64,-0.2501157546969388
300114,2020.0,C39,-0.30269364544106403
300115,2020.0,C39,-0.3293303417947442
300116,2020.0,C38,-0.31213775502497765
300117,2020.0,E50,-0.20378019249959994
300118,2020.0,C38,-0.1486227819705827
300119,2020.0,C27,-0.35711233731053105
300120,2020.0,C39,-0.28848545328932623
300121,2020.0,C26,-0.21972701998971159
300122,2020.0,C27,-0.21538130968703478
300123,2020.0,C37,-0.24925000146851878
300124,2020.0,C38,-0.296452290613992
300125,2020.0,M74,-0.3041030271363022
300126,2020.0,C34,-0.30167363316607676
300127,2020.0,C39,-0.27854780997140616
300128,2020.0,C39,-0.3030737015743018
300129,2020.0,C38,-0.3197295652728285
300130,2020.0,C35,-0.3095597195110703
300131,2020.0,F51,-0.22860301653557766
300132,2020.0,C26,-0.28984817006132885
300133,2020.0,R86,-0.23514492552672298
300134,2020.0,C39,-0.2926809744757769
300135,2020.0,C26,-0.3297525646530482
300136,2020.0,C39,-0.2881874932739166
300137,2020.0,C40,-0.3619122633094487
300138,2020.0,C13,-0.27982864501013244
300139,2020.0,C39,-0.23187332268710403
300140,2020.0,C35,-0.19059820191816995
300141,2020.0,C38,-0.1999994800785115
300142,2020.0,C27,-0.30493885881915783
300145,2020.0,C34,-0.3525149547942761
300146,2020.0,C14,-0.2635075029970063
300147,2020.0,C27,-0.2335606970990251
300148,2020.0,I64,-0.3117436515749187
300150,2020.0,I65,-0.2537835146129618
300151,2020.0,C35,-0.2884745469703891
300152,2020.0,N77,-0.22668148732789412
300153,2020.0,C38,-0.29733674467766225
300154,2020.0,C34,-0.40223569439739504
300155,2020.0,C39,-0.13986167516466996
300158,2020.0,C27,-0.23134853148445214
300159,2020.0,C37,-0.28374640020459807
300160,2020.0,C30,-0.19473280114320296
300161,2020.0,C34,-0.33636082459428324
300162,2020.0,C39,-0.24289448989517148
300163,2020.0,C41,-0.18597243880042902
300165,2020.0,C40,-0.17471749346466406
300166,2020.0,I65,-0.2782408655311529
300167,2020.0,I65,-0.2938837758244762
300168,2020.0,I65,-0.21735380162562257
300169,2020.0,C29,-0.2120873368422343
300170,2020.0,I65,-0.2674120479711655
300171,2020.0,C35,-0.40428408680821487
300172,2020.0,N77,-0.32138911487851896
300173,2020.0,C35,-0.31792917268935017
300174,2020.0,C26,-0.19813549080008286
300175,2020.0,C13,-0.23760787449810405
300176,2020.0,C36,-0.09949139173901045
300177,2020.0,C39,-0.1629641717245518
300178,2020.0,L72,-0.2533124304249265
300179,2020.0,C30,-0.20827631181520773
300180,2020.0,C29,-0.17203239722414487
300181,2020.0,C27,-0.35912794912939056
300182,2020.0,R86,-0.15865338530308268
300183,2020.0,I65,-0.19867908728769862
300184,2020.0,F51,-0.3335827465142416
300185,2020.0,C34,-0.20998608399372845
300187,2020.0,N77,-0.17731662938521697
300188,2020.0,I65,-0.2976843149582085
300190,2020.0,N77,-0.3476013892213169
300192,2020.0,C26,-0.29089953898703613
300193,2020.0,C34,-0.2492952220364882
300194,2020.0,C27,-0.29237151402225653
300195,2020.0,C35,-0.3432295056434853
300196,2020.0,C30,-0.29474899173650504
300197,2020.0,N77,-0.265923399090696
300198,2020.0,C29,-0.3304782321771874
300199,2020.0,C27,-0.25773619426271727
300200,2020.0,C26,-0.29360212739365543
300201,2020.0,C35,-0.33919427806849584
300202,2020.0,C34,-0.3586826198257647
300203,2020.0,C40,-0.298218099955535
300204,2020.0,C27,-0.2885479089961292
300205,2020.0,C39,-0.3380739921645384
300206,2020.0,C35,-0.27719198100840614
300207,2020.0,C38,-0.3489662750192657
300208,2020.0,C38,-0.30193283097743334
300209,2020.0,I65,-0.35500648939406176
300210,2020.0,C35,-0.36578049226405374
300211,2020.0,C39,-0.2902099437547895
300212,2020.0,I65,-0.2998370463410265
300213,2020.0,C39,-0.3779131829886113
300214,2020.0,C26,-0.2341013536785525
300215,2020.0,M74,-0.3380341469714739
300217,2020.0,C38,-0.2978756226491863
300218,2020.0,C29,-0.16190707920923902
300219,2020.0,C39,-0.34997024550557104
300220,2020.0,C39,-0.29968365712201117
300221,2020.0,C29,-0.2776346993469283
300222,2020.0,C38,-0.18858381938384022
300223,2020.0,C39,-0.2761268817768011
300224,2020.0,C30,-0.321503550185691
300225,2020.0,C26,-0.34611333743700845
300226,2020.0,I64,-0.3137020497851538
300227,2020.0,C39,-0.3491801332348703
300228,2020.0,C35,-0.2428742736118964
300229,2020.0,I65,-0.3135927115685963
300230,2020.0,C29,-0.21463443600697757
300231,2020.0,I65,-0.4120680613933979
300232,2020.0,C39,-0.35665897437348815
300233,2020.0,C27,-0.2859014863507692
300234,2020.0,C30,-0.23799026811227697
300235,2020.0,I65,-0.32019535899665086
300236,2020.0,C26,-0.23528010762708138
300237,2020.0,E48,-0.26172267247744874
300238,2020.0,C35,-0.37175340287062175
300239,2020.0,C27,-0.3352301228099441
300241,2020.0,C39,-0.2889404613006488
300242,2020.0,I64,-0.3986747518731054
300243,2020.0,C26,-0.29052745679343606
300245,2020.0,I65,-0.26907598547639083
300246,2020.0,C35,-0.25642876313310375
300247,2020.0,C38,-0.334690336316575
300248,2020.0,I65,-0.2326543369270458
300249,2020.0,I65,-0.29258142053145664
300250,2020.0,I65,-0.26150144051901825
300251,2020.0,R86,-0.3292626763896157
300252,2020.0,C38,-0.2630026237033795
300253,2020.0,I65,-0.28949058714158443
300254,2020.0,C27,-0.2839474219490183
300255,2020.0,C27,-0.30692387692707906
300256,2020.0,C39,-0.13816226824809275
300257,2020.0,C34,-0.374062583085227
300258,2020.0,C36,-0.06541265025750163
300259,2020.0,C40,-0.3644227706263722
300260,2020.0,C34,-0.3022335747346766
300261,2020.0,C26,-0.2655096526047368
300262,2020.0,N77,-0.42090907794796917
300263,2020.0,C34,-0.38002885566110545
300264,2020.0,I65,-0.23849231325383285
300265,2020.0,C38,-0.06896098003067802
300266,2020.0,N77,-0.28126432644737726
300267,2020.0,C27,-0.3241708402831434
300268,2020.0,C13,-0.3698422106450196
300269,2020.0,L72,-0.20804957222242004
300270,2020.0,C39,-0.3602382694220685
300271,2020.0,I65,-0.22507502117137182
300272,2020.0,C38,-0.26802401931949804
300273,2020.0,C35,-0.2325764906426801
300274,2020.0,C38,-0.2378518540403416
300275,2020.0,I65,-0.29479889087397926
300276,2020.0,C35,-0.23730447476719785
300277,2020.0,I65,-0.26930886740875004
300278,2020.0,C35,-0.3820940818326992
300279,2020.0,C38,-0.3106175762370729
300280,2020.0,L72,-0.34592313156972143
300281,2020.0,C35,-0.32548853421039114
300282,2020.0,C39,-0.2294632336224267
300283,2020.0,C38,-0.23408383603765093
300284,2020.0,M74,-0.17033031738714602
300285,2020.0,C26,-0.3364754406873949
300286,2020.0,C40,-0.25744757433899207
300287,2020.0,I65,-0.22528674146952693
300289,2020.0,C27,-0.3382727851574845
300290,2020.0,I65,-0.2986135943033288
300291,2020.0,R86,-0.2316693295245687
300292,2020.0,I65,-0.27982275914768706
300293,2020.0,C35,-0.20799127052723745
300294,2020.0,C27,-0.3640880309916725
300295,2020.0,I64,-0.3243788346345745
300296,2020.0,C39,-0.23272219637150987
300297,2020.0,I65,-0.24844137920955947
300298,2020.0,C35,-0.27650343390371446
300299,2020.0,I65,-0.22866122889557283
300300,2020.0,I65,-0.3202774449812956
300301,2020.0,C39,-0.3785527126814398
300302,2020.0,I65,-0.3552094646317565
300303,2020.0,C39,-0.31232547272525646
300304,2020.0,C36,-0.3001706208835672
300305,2020.0,C29,-0.36080780086820224
300306,2020.0,C40,-0.26245383336899314
300307,2020.0,C35,-0.31179387625244787
300308,2020.0,C39,-0.26641786656813493
300309,2020.0,J67,-0.14771599684101175
300311,2020.0,I65,-0.2428186049881019
300312,2020.0,I65,-0.3172327094560429
300314,2020.0,C35,-0.3217847714905555
300315,2020.0,I64,-0.30400353415307163
300316,2020.0,C35,-0.23823210382331025
300317,2020.0,C38,-0.23542239126723996
300318,2020.0,C35,-0.30369149044219396
300319,2020.0,C39,-0.2531975441755757
300320,2020.0,C29,-0.09846292537535738
300321,2020.0,C29,-0.32208958987248837
300322,2020.0,C39,-0.3010271527074112
300323,2020.0,C39,-0.41142148997948025
300324,2020.0,I65,-0.19229262762495303
300325,2020.0,C29,-0.2606911721973487
300326,2020.0,C35,-0.29945856196166354
300327,2020.0,C39,-0.3618795157433665
300328,2020.0,C33,-0.3390515157514252
300330,2020.0,I65,-0.3785611470524055
300331,2020.0,C39,-0.3137022922161002
300332,2020.0,D45,-0.2555096230702739
300333,2020.0,I65,-0.3219661291312631
300334,2020.0,C35,-0.34021174996206377
300336,2020.0,R86,-0.22876961144987862
300337,2020.0,C32,-0.26547002930060765
300339,2020.0,I65,-0.36521701246847266
300340,2020.0,C38,-0.33095660689120554
300341,2020.0,C38,-0.28916273266009673
300342,2020.0,C38,-0.2793603701886658
300343,2020.0,I64,-0.46775177755992164
300344,2020.0,L72,-0.3482897511741792
300345,2020.0,C33,-0.21942672312011155
300346,2020.0,C39,-0.27202731572680894
300348,2020.0,I65,-0.19061513937519659
300349,2020.0,I65,-0.3043956577328336
300350,2020.0,I65,-0.22385608427762002
300351,2020.0,C39,-0.25083605090927963
300352,2020.0,I65,-0.28123686851027496
300353,2020.0,C39,-0.33981002511240577
300354,2020.0,C40,-0.267765294381041
300355,2020.0,N77,-0.3648790939221756
300356,2020.0,C38,-0.310151519985032
300357,2020.0,C27,-0.31288339290132405
300358,2020.0,C35,-0.26131290320426237
300359,2020.0,I65,-0.39356961824967396
300360,2020.0,C40,-0.3820317491776285
300363,2020.0,C27,-0.28877705618472443
300364,2020.0,R85,-0.07008121959217813
300365,2020.0,I65,-0.32453476839310186
300366,2020.0,I65,-0.40146067668253343
300367,2020.0,C39,-0.22401930125217567
300368,2020.0,C35,-0.3942149730245971
300369,2020.0,I65,-0.3484475311575771
300370,2020.0,C40,-0.31894572725738457
300371,2020.0,C40,-0.38078245611439643
300373,2020.0,C39,-0.2821522715704989
300374,2020.0,C30,-0.23239462212479495
300375,2020.0,C29,-0.22828313707082282
300376,2020.0,C38,-0.24401790151746416
300377,2020.0,I65,-0.29559387352315375
300378,2020.0,I65,-0.4596474425686311
300379,2020.0,I65,-0.34445317375590795
300380,2020.0,I65,-0.2684226649802183
300381,2020.0,C27,-0.24663063732717666
300382,2020.0,C35,-0.31928296337568457
300383,2020.0,I65,-0.24945994405335037
300384,2020.0,M74,-0.2929320741674043
300385,2020.0,C35,-0.20466628490814517
300386,2020.0,I65,-0.23220653722422258
300387,2020.0,C26,-0.2525861286980028
300388,2020.0,N77,-0.28460277234102943
300389,2020.0,C39,-0.34744303434866264
300390,2020.0,C39,-0.3574562093804883
300391,2020.0,C38,-0.27008010381417996
300392,2020.0,I64,-0.20072613989696014
300393,2020.0,C39,-0.25326058506241983
300394,2020.0,C39,-0.3781891660301241
300395,2020.0,C30,-0.4287352126748015
300396,2020.0,C35,-0.20351216874783787
300397,2020.0,C39,-0.250989783430799
300398,2020.0,C26,-0.28534704237788744
300399,2020.0,I65,-0.2851226976263088
300400,2020.0,C35,-0.2232084451176668
300401,2020.0,C14,-0.23769339761791713
300402,2020.0,C35,-0.38156854610709245
300403,2020.0,C38,-0.28765038997786213
300405,2020.0,C26,-0.29651277060478687
300406,2020.0,C27,-0.20428571482936017
300407,2020.0,C38,-0.3493086475102327
300408,2020.0,C39,-0.33215780763130676
300409,2020.0,C30,-0.25833376666416336
300410,2020.0,C35,-0.37196889642695785
300411,2020.0,C34,-0.320250063738574
300412,2020.0,C35,-0.1762977822482134
300414,2020.0,C39,-0.22592582580082454
300415,2020.0,C35,-0.31248337395054127
300416,2020.0,C40,-0.3035698508594215
300417,2020.0,C40,-0.36349936580248665
300418,2020.0,I64,-0.2508275349906338
300419,2020.0,I65,-0.36751574921038066
300420,2020.0,C34,-0.33073598340187016
300421,2020.0,C34,-0.3197167961314751
300422,2020.0,N77,-0.18209696365063127
300423,2020.0,C38,-0.32039250448308554
300424,2020.0,C37,-0.22408648877004397
300425,2020.0,C35,-0.24753935782423656
300426,2020.0,R86,-0.16427374406162143
300427,2020.0,C38,-0.30543723623526026
300428,2020.0,C36,-0.2667650502179269
300429,2020.0,C26,-0.2523137336053762
300430,2020.0,C40,-0.19531803794208646
300432,2020.0,C36,-0.3002456157717228
300433,2020.0,C39,-0.3469014070079953
300434,2020.0,C27,-0.22933002358708635
300435,2020.0,D45,-0.11911137925081598
300436,2020.0,C27,-0.4003871305698651
300437,2020.0,C26,-0.18546410218672302
300438,2020.0,C38,-0.21574512491833214
300439,2020.0,C27,-0.29835988986965284
300440,2020.0,I65,-0.2768161261706761
300441,2020.0,C34,-0.362750127575469
300442,2020.0,C35,-0.36896452585650047
300443,2020.0,C35,-0.2858459641904223
300444,2020.0,C38,-0.31702226149167057
300445,2020.0,C40,-0.4009441129254605
300446,2020.0,C26,-0.15980960881366846
300447,2020.0,C38,-0.277510479907503
300448,2020.0,I65,-0.29846091758024634
300449,2020.0,C39,-0.27735089785824724
300450,2020.0,C35,-0.3687660802989725
300451,2020.0,I65,-0.36025904496402233
300452,2020.0,C27,-0.34449947103660195
300453,2020.0,C35,-0.23484724695153797
300454,2020.0,I65,-0.14331064752772127
300455,2020.0,C39,-0.3747566148487733
300456,2020.0,C39,-0.37387207827411584
300457,2020.0,C35,-0.22554593483212904
300458,2020.0,C39,-0.2988228888122832
300459,2020.0,I64,-0.33304652853895106
300460,2020.0,C39,-0.25295865134581214
300461,2020.0,C35,-0.39447884507361203
300462,2020.0,C35,-0.29020315162385024
300463,2020.0,C27,-0.3406863808517035
300464,2020.0,F52,-0.21181774078920515
300465,2020.0,I65,-0.4111518357242093
300466,2020.0,C40,-0.3417458035339237
300467,2020.0,I64,-0.2660288808814104
300468,2020.0,I65,-0.2624929773984649
300469,2020.0,I65,-0.4214986362040103
300470,2020.0,C34,-0.3404305396882549
300471,2020.0,C35,-0.2595866379632181
300472,2020.0,C35,-0.300799883426522
300473,2020.0,C34,-0.2575051437384565
300474,2020.0,C39,-0.2542707616251108
300475,2020.0,C38,-0.23274104926495295
300476,2020.0,C39,-0.3051532038027314
300477,2020.0,C38,-0.23632717198071004
300478,2020.0,C29,-0.24142258811407746
300479,2020.0,C39,-0.2855388138864329
300480,2020.0,C40,-0.3936767244170387
300481,2020.0,C26,-0.28734577383354715
300482,2020.0,C27,-0.1815943205853588
300484,2020.0,C38,-0.31375271485279677
300485,2020.0,C27,-0.1219635700317839
300486,2020.0,C35,-0.4045514158470612
300487,2020.0,C26,-0.3234130654742554
300488,2020.0,C33,-0.2867589405844903
300489,2020.0,C32,-0.18453854067792577
300490,2020.0,C38,-0.29425515490811277
300491,2020.0,C38,-0.189954074337544
300492,2020.0,M74,-0.3283536178247853
300493,2020.0,I65,-0.17841787296620312
300494,2020.0,I64,-0.36003897061806184
300495,2020.0,N77,-0.38810664376985665
300496,2020.0,I65,-0.3334766650682356
300497,2020.0,C27,-0.18102015662631932
300499,2020.0,C38,-0.19023659204100593
300500,2020.0,M74,-0.19305083630862116
300501,2020.0,C27,-0.38075057457147105
300502,2020.0,C39,-0.24647143906765734
300503,2020.0,C34,-0.18464926364024406
300504,2020.0,C39,-0.3530489247596436
300505,2020.0,C26,-0.2918749037383298
300506,2020.0,E50,-0.30449093747315825
300507,2020.0,C36,-0.3179581600862726
300508,2020.0,I65,-0.23721909387216863
300509,2020.0,C35,-0.19068096033628645
300510,2020.0,C38,-0.21523436371388038
300512,2020.0,C34,-0.295571558966601
300513,2020.0,I65,-0.2400682440065836
300514,2020.0,C39,-0.3708399174082895
300515,2020.0,C40,-0.4316407334506228
300516,2020.0,C39,-0.3618925951148054
300517,2020.0,E48,-0.26263079532838984
300518,2020.0,I65,-0.3690424394604118
300519,2020.0,C27,-0.3627176302909469
300520,2020.0,I65,-0.2632244966145808
300521,2020.0,C35,-0.23408050441037975
300522,2020.0,C26,-0.3818364093452997
300523,2020.0,I65,-0.3443736891086431
300525,2020.0,I65,-0.3020025168743343
300526,2020.0,C35,-0.18329204952554476
300527,2020.0,C35,-0.24055958802993962
300528,2020.0,R86,-0.2510759191730447
300529,2020.0,C35,-0.41505426054554767
300530,2020.0,C26,-0.35124722169421235
300531,2020.0,C39,-0.25640657295415925
300532,2020.0,I65,-0.3325072141206297
300533,2020.0,I65,-0.23534577418876904
300534,2020.0,C27,-0.3094755676660187
300535,2020.0,C26,-0.22275594196218568
300536,2020.0,E48,-0.24084963037664717
300537,2020.0,C26,-0.35644065201811836
300538,2020.0,F51,-0.2404582688707884
300539,2020.0,C29,-0.267936795162695
300540,2020.0,C34,-0.2513137841379132
300541,2020.0,I65,-0.28444833976788336
300542,2020.0,I65,-0.3665394828721086
300543,2020.0,C39,-0.3347376242202107
300545,2020.0,C35,-0.35603621524475326
300546,2020.0,C39,-0.31019246554075647
300547,2020.0,C29,-0.21854814812968135
300548,2020.0,C39,-0.24148055293598628
300549,2020.0,C35,-0.32281095942363547
300550,2020.0,I65,-0.26596554256562543
300551,2020.0,C35,-0.34843547790846785
300552,2020.0,I65,-0.17614109549760482
300553,2020.0,C40,-0.21563328356343597
300554,2020.0,C30,-0.12436477653278803
300555,2020.0,C39,-0.3153745443500071
300556,2020.0,I65,-0.27747660916896716
300557,2020.0,C40,-0.15098960207291717
300558,2020.0,C27,-0.4144041254764611
300559,2020.0,I65,-0.4020078466524604
300560,2020.0,I65,-0.1457272091469307
300561,2020.0,I65,-0.3144593334911584
300562,2020.0,C35,-0.3458212533569779
300563,2020.0,C39,-0.25462488876606576
300564,2020.0,M74,-0.3406225436470657
300565,2020.0,C39,-0.3077732909141396
300566,2020.0,C39,-0.3476705191211863
300567,2020.0,C40,-0.2941409974671943
300568,2020.0,C26,-0.1960300759982283
300569,2020.0,C38,-0.3066191468084189
300570,2020.0,C39,-0.3098210484243228
300571,2020.0,I64,-0.2500452009440971
300572,2020.0,C40,-0.24113436889842474
300573,2020.0,C27,-0.16664234939630843
300575,2020.0,C26,-0.2582445672822895
300576,2020.0,C26,-0.38106232624213543
300577,2020.0,C17,-0.2401094820989056
300578,2020.0,I65,-0.3632362536072451
300579,2020.0,I65,-0.36364505976476624
300580,2020.0,C36,-0.3315654600649396
300581,2020.0,C39,-0.29695291167755583
300582,2020.0,C39,-0.3827379253496054
300583,2020.0,C27,-0.3328079983060631
300584,2020.0,C27,-0.29912440624713776
300585,2020.0,C36,-0.302253597383611
300586,2020.0,C29,-0.30281729298694005
300587,2020.0,C29,-0.25592287443098016
300588,2020.0,I65,-0.3165520130397633
300590,2020.0,C39,-0.31945089045849456
300593,2020.0,C38,-0.24380748426723337
300594,2020.0,C37,-0.40108940878584665
300595,2020.0,C35,-0.19033561104263236
300596,2020.0,C26,-0.2703479943133128
300597,2020.0,I65,-0.22537653634566834
300598,2020.0,I65,-0.24479518020509894
300599,2020.0,C29,-0.2513150938212584
300600,2020.0,C37,-0.26817898927574046
300601,2020.0,C27,-0.14180427361162373
300602,2020.0,C39,-0.3479633516112738
300603,2020.0,I65,-0.11485245824348164
300604,2020.0,C35,-0.33100474808740865
300605,2020.0,I65,-0.34268678158491617
300606,2020.0,C30,-0.3126597956410466
300607,2020.0,C34,-0.3164025147717183
300608,2020.0,I65,-0.3716229306870912
300609,2020.0,I65,-0.2720310880543793
300610,2020.0,C26,-0.4078788235237643
300611,2020.0,C34,-0.4031645521895658
300612,2020.0,L72,-0.11620450703957243
300613,2020.0,I65,-0.34357694775698894
300615,2020.0,C39,-0.307680353781731
300616,2020.0,C21,-0.14299640749645337
300617,2020.0,C38,-0.25602816902516184
300618,2020.0,C32,-0.3047334355176863
300619,2020.0,C35,-0.3562868236277083
300620,2020.0,C39,-0.29172963924370476
300621,2020.0,E50,-0.2651917367014486
300622,2020.0,F52,-0.2774684693292606
300623,2020.0,C39,-0.3109203562753731
300624,2020.0,I65,-0.3635789208664091
300625,2020.0,C38,-0.2890745924933185
300626,2020.0,C38,-0.3144360994085523
300627,2020.0,C39,-0.22492696095558473
300628,2020.0,C39,-0.23209625978215315
300629,2020.0,C39,-0.3362835984226521
300630,2020.0,C27,-0.25451154911707086
300631,2020.0,C35,-0.32681212297197415
300632,2020.0,C39,-0.1617065784192761
300633,2020.0,C35,-0.16774809541008467
300634,2020.0,I65,-0.27669410378801396
300635,2020.0,M74,-0.35162720992356755
300636,2020.0,C27,-0.21378459823545326
300637,2020.0,C26,-0.3169850892099697
300638,2020.0,C39,-0.3604309586533615
300639,2020.0,C27,-0.27437316922636396
300641,2020.0,C26,-0.3783107997024596
300642,2020.0,C27,-0.2951792435557117
300643,2020.0,C36,-0.3421277268282603
300644,2020.0,C29,-0.1985267330826262
300645,2020.0,I65,-0.3528270866234702
300647,2020.0,C39,-0.28598135978396244
300648,2020.0,C40,-0.28870026220784534
300649,2020.0,E48,-0.2281696799183454
300650,2020.0,C38,-0.36620176148255235
300652,2020.0,C36,-0.2922374363169864
300653,2020.0,C35,-0.27705360968328235
300654,2020.0,R85,-0.20272765704253448
300655,2020.0,C26,-0.24908619529077314
300656,2020.0,C39,-0.33278657825957525
300657,2020.0,C39,-0.27134131495110236
300658,2020.0,C17,-0.2941349308330894
300659,2020.0,I65,-0.3275831384263339
300660,2020.0,C38,-0.28424455040989943
300661,2020.0,C39,-0.35252384833057643
300662,2020.0,L72,-0.16855077834739005
300663,2020.0,I65,-0.3853778316992973
300664,2020.0,N77,-0.33883410397642194
300665,2020.0,C26,-0.2977987693675044
300666,2020.0,C39,-0.2684552992025255
300667,2020.0,C40,-0.2894492433839973
300668,2020.0,M74,-0.2911363602474596
300669,2020.0,C34,-0.353379599231975
300670,2020.0,C38,-0.3004049383403824
300671,2020.0,I65,-0.3313738509181308
300672,2020.0,C39,-0.361965693372725
300673,2020.0,C13,-0.14964388703252757
300674,2020.0,I65,-0.18559451717473618
300675,2020.0,M74,-0.21963008112544546
300676,2020.0,M74,-0.31817846741444217
300677,2020.0,C29,-0.2613580304618489
300678,2020.0,I65,-0.3569708172320652
300679,2020.0,C39,-0.25147435569969834
300680,2020.0,C36,-0.3722564146465148
300681,2020.0,C38,-0.22837334240957266
300682,2020.0,I65,-0.24395695752832414
300683,2020.0,C27,-0.27033201961772146
300684,2020.0,C26,-0.35662975567350264
300685,2020.0,C27,-0.26444682375442474
300686,2020.0,C39,-0.1680044581397932
300687,2020.0,I65,-0.2567052334765382
300688,2020.0,L72,-0.2926972488600078
300689,2020.0,C39,-0.26322483391683493
300690,2020.0,C30,-0.2800157193121533
300691,2020.0,C39,-0.28995776411607865
300692,2020.0,N77,-0.2603060686306507
300693,2020.0,C38,-0.3204643183039202
300694,2020.0,C34,-0.2859694397061673
300695,2020.0,C36,-0.2264279204364526
300696,2020.0,C37,-0.26787003446548086
300697,2020.0,C32,-0.1510789664481861
300698,2020.0,C39,-0.2891043284105874
300699,2020.0,C28,-0.2004694915465829
300700,2020.0,C30,-0.3243642616095399
300701,2020.0,C39,-0.32864082883855983
300702,2020.0,C27,-0.22610666161243137
300705,2020.0,C27,-0.3000330824879489
300706,2020.0,C41,-0.2591786499799973
300707,2020.0,C35,-0.31040650291483385
300708,2020.0,C39,-0.24310690984833408
300709,2020.0,C39,-0.3456976510717069
300710,2020.0,C39,-0.21557335730036103
300711,2020.0,C39,-0.28223896263211373
300712,2020.0,E48,-0.28737064852767
300713,2020.0,C38,-0.1869627049067402
300715,2020.0,C30,-0.2466466928537299
300716,2020.0,C29,-0.15217135590157882
300717,2020.0,C29,-0.19991168800281037
300718,2020.0,C34,-0.34587063421091135
300719,2020.0,C37,-0.3405240057010325
300720,2020.0,C40,-0.29825001354177194
300721,2020.0,C26,-0.2943477389902237
300722,2020.0,C41,-0.2581896920887464
300723,2020.0,C27,-0.28841873168355414
300724,2020.0,C38,-0.2824752633986989
300725,2020.0,C26,-0.3949827840392395
300726,2020.0,C39,-0.35576990479484566
300727,2020.0,C26,-0.30422761904143003
300729,2020.0,C21,-0.1963378374179637
300730,2020.0,I65,-0.29849664049305485
300731,2020.0,C29,-0.21135785922441386
300732,2020.0,M74,-0.3908468909387745
